股票代號,股票名稱,產業,收盤價,今日漲跌%,VCP強度,Pivot進場價,建議停損,距高點%,縮量次數,量比,成交量(股),更新日期,RS分數
7610,聯友金屬-創,其他,2430.0,0.2061855670103093,99,2530.0,2259.9,3.9525691699604746,5,0.6387714629763755,867144,2026-07-14,100
2408,南亞科,電子,448.0,5.91016548463357,99,503.38,416.64,11.002007538606348,7,0.6057306793387448,123043148,2026-07-14,99
3026,禾伸堂,電子,815.0,-9.94475138121547,99,1045.0,757.95,22.00956937799043,5,1.8508481560262509,15308866,2026-07-14,99
8021,尖點,其他,487.5,-4.035433070866142,99,623.0,453.38,22.248803827751196,7,0.5444843449127792,1098830,2026-07-14,98
8046,南電,其他,1290.0,1.574803149606299,99,1335.0,1199.7,3.3707865168539324,3,0.9663950160379654,23025581,2026-07-14,98
3189,景碩,電子,805.0,-1.7094017094017095,99,937.4,748.65,14.123739344838265,4,0.43647167022990674,3705447,2026-07-14,97
4764,雙鍵,其他,331.5,9.586776859504132,99,365.0,308.3,9.549795361527966,5,0.9923612475793508,5595421,2026-07-14,97
1303,南亞,傳產,210.0,5.263157894736842,99,210.0,195.3,0.0,6,0.8704279007833853,155245679,2026-07-14,96
3532,台勝科,電子,510.0,9.795479009687837,99,510.0,474.3,0.0,6,1.5396287312423786,19177101,2026-07-14,96
4958,臻鼎-KY,其他,629.0,-2.631578947368421,99,659.0,584.97,4.552352048558421,4,0.9723510542370604,57471840,2026-07-14,95
3167,大量,電子,870.0,5.326876513317192,99,959.34,809.1,13.869443850689825,5,1.3655999057130668,6118308,2026-07-14,94
3481,群創,電子,57.2,-6.229506946000896,99,72.6,53.2,21.212118505307,5,0.7072164891909252,509301140,2026-07-14,94
2243,宏旭-KY,傳產,51.2,2.605208812240912,99,67.8,47.62,24.483778085004055,5,0.6812555608643913,1368410,2026-07-14,93
3711,日月光投控,電子,641.0,-4.328358208955224,99,722.4,596.13,11.267632734626838,5,0.9150031431379799,23727989,2026-07-14,93
6213,聯茂,電子,348.5,-3.05980528511822,99,424.5,324.1,17.90341578327444,3,1.4823140570297058,20515570,2026-07-14,91
2484,希華,電子,80.5,-4.507714014464173,99,102.0,74.87,21.07843137254902,5,1.470371703475966,24266441,2026-07-14,90
8150,南茂,其他,104.0,-9.565217391304348,99,123.0,96.72,15.447154471544716,5,1.2094736062279756,62315166,2026-07-14,90
8261,富鼎,其他,307.0,4.957264957264957,99,375.03,285.51,18.140548279367085,5,1.1878010840294564,6391520,2026-07-14,90
6226,光鼎,電子,25.85,0.7797300815356232,99,28.95,24.04,10.708118479354978,6,0.9836431410930079,2882058,2026-07-14,89
2059,川湖,傳產,7995.0,-1.051980198019802,99,8560.0,7435.35,6.600467289719626,6,0.8167934910619081,391209,2026-07-14,88
3016,嘉晶,電子,124.0,-7.116104868913857,99,152.39,115.32,18.62950503433136,5,1.7295003054635139,20509737,2026-07-14,88
