股票代號,股票名稱,產業,收盤價,今日漲跌%,VCP強度,Pivot進場價,建議停損,距高點%,縮量次數,量比,成交量(股),更新日期,RS分數
7610,聯友金屬-創,其他,2170.0,-9.95850622406639,99,2640.0,2018.1,17.803030303030305,5,1.001363876481822,621758,2026-07-20,100
8046,南電,其他,1105.0,-3.91304347826087,99,1415.0,1027.65,21.908127208480565,5,1.0372728328912846,18064709,2026-07-20,99
1303,南亞,傳產,186.5,-6.281407035175879,99,230.0,173.45,18.913043478260867,3,1.3180679001751296,111955841,2026-07-20,98
3532,台勝科,電子,466.0,9.90566037735849,99,552.0,433.38,15.579710144927535,3,2.238331685655164,12913651,2026-07-20,97
2243,宏旭-KY,傳產,51.8,-0.3846168518066406,99,67.8,48.17,23.59882462318332,4,0.7898300169915178,833829,2026-07-20,96
8150,南茂,其他,103.0,-6.787330316742081,99,125.0,95.79,17.599999999999998,5,1.3035880513370832,49732111,2026-07-20,94
6213,聯茂,電子,322.5,1.09717868338558,99,424.5,299.92,24.02826855123675,4,1.3268285140279255,36294385,2026-07-20,93
2059,川湖,傳產,7750.0,-1.7743979721166032,99,8900.0,7207.5,12.921348314606742,4,1.0549491307198822,797396,2026-07-20,92
6141,柏承,電子,37.7,-7.3710072328345895,99,44.0,35.06,20.547944875092984,5,0.8180253082416671,1722124,2026-07-20,91
2305,全友,電子,32.35,0.6220744595648041,99,42.65,30.09,24.150064907988433,5,0.8192582913335017,6367082,2026-07-20,90
6446,藥華藥,其他,1175.0,-1.6736401673640167,99,1413.81,1092.75,16.89100999220175,7,0.9425623179612972,2914471,2026-07-20,89
6196,帆宣,電子,518.0,-4.428044280442804,99,607.0,481.74,14.662273476112025,6,0.7542364506344439,1996395,2026-07-20,87
4807,日成-KY,其他,38.3,-5.665022964290486,99,45.1,35.62,16.557738640887404,7,0.8751811701556219,409930,2026-07-20,86
3055,蔚華科,電子,161.5,-0.9202453987730062,95,201.0,150.2,19.65174129353234,5,0.356971807287609,808093,2026-07-20,87
8039,台虹,其他,193.0,0.2597402597402597,92,202.0,179.49,4.455445544554455,3,1.6278232750830843,53951155,2026-07-20,95
6949,沛爾生醫-創,其他,991.0,-3.7864077669902914,83,1120.0,921.63,11.517857142857142,5,1.6339359099271709,264933,2026-07-20,97
2395,研華,電子,516.0,0.5847953216374269,78,580.52,479.88,11.1134202953071,6,0.9202629520301,3843088,2026-07-20,66
2883,凱基金,金融,29.55,-1.5000025431315103,77,31.2,27.48,5.2884662997792,8,0.5262740289590412,70379916,2026-07-20,82
2885,元大金,金融,62.9,-3.2307668832632213,71,72.3,58.5,13.001384687563117,6,0.9757310665353545,54637577,2026-07-20,84
7788,松川精密,其他,233.0,-0.851063829787234,71,285.0,216.69,23.731587561374795,7,0.9103117374424025,1963231,2026-07-20,75
5434,崇越,其他,544.0,-3.202846975088968,67,602.0,505.92,9.634551495016613,4,1.4981046570454322,2013377,2026-07-20,80
2423,固緯,電子,76.0,-2.1878983462182062,63,87.5,70.68,13.142857142857142,4,1.0081366733082675,473496,2026-07-20,76
1326,台化,傳產,64.2,-2.87443505255568,62,73.0,59.71,12.0547987010381,2,1.638390877073473,52371011,2026-07-20,88
2887,台新新光金,金融,35.15,-1.12516939455978,60,37.75,32.69,6.887413176479719,5,0.7366505522788951,145611268,2026-07-20,85
2527,宏璟,其他,50.4,4.781711278006105,59,51.2,46.87,1.562498486600839,5,1.8732749178739148,3366822,2026-07-20,81
2851,中再保,金融,35.95,-0.1388867696126302,57,39.3,33.43,8.52416931082785,8,0.6071751335100337,2417135,2026-07-20,73
2434,統懋,電子,73.7,-9.902207581080967,56,90.8,68.54,18.83260520791864,4,1.7874885466467965,111356,2026-07-20,89
1718,中纖,傳產,13.0,-4.761902100333248,55,16.2,12.09,19.753090198983546,7,0.3489199518606129,8573885,2026-07-20,84
5515,建國,其他,42.75,2.764426846299789,54,42.85,39.76,0.23336867603737957,7,0.5126698359245454,782341,2026-07-20,79
1708,東鹼,傳產,52.5,0.0,54,64.2,48.82,18.22429517819866,9,0.6580328198798153,5508084,2026-07-20,77
6414,樺漢,其他,405.0,2.5316455696202533,54,418.0,376.65,3.110047846889952,4,1.11544415952322,3546078,2026-07-20,58
2535,達欣工,其他,86.0,-0.5780346820809248,50,96.3,79.98,12.778903315529092,8,0.3887655685585201,297212,2026-07-20,66
2881,富邦金,金融,123.5,-0.8032128514056224,47,136.37,114.86,9.439279106422367,6,0.5031855532491379,26613210,2026-07-20,70
1563,巧新,傳產,59.0,-3.278688524590164,47,71.03,54.87,16.93315132043684,7,0.8322598790321276,1684760,2026-07-20,44
3704,合勤控,電子,44.85,-1.8599612136279684,46,50.96,41.71,11.993402337635274,9,0.9547801513996604,3872066,2026-07-20,74
2850,新產,金融,147.0,1.3793103448275863,45,151.0,136.71,2.6490066225165565,7,0.5011761006848969,264201,2026-07-20,71
2236,百達-KY,傳產,153.0,-4.968944099378882,44,189.5,142.29,19.261213720316622,3,1.1630474106089308,939981,2026-07-20,72
0055,元大MSCI金融,傳產,41.52,-0.717358295671331,44,43.65,38.61,4.966807592478908,8,0.4098428615177133,390534,2026-07-20,62
2882,國泰金,金融,94.0,-0.31813684204564857,43,112.48,87.42,17.14285792473696,6,0.5517813167289959,29650374,2026-07-20,69
1709,和益,傳產,26.2,0.5758216133285087,42,28.3,24.37,7.4204895078973,2,2.5690169946220838,4379009,2026-07-20,67
5288,豐祥-KY,其他,186.5,1.084010840108401,42,195.0,173.45,7.673267326732673,5,0.7202986933757849,168741,2026-07-20,60
2923,鼎固-KY,其他,36.25,1.2569853981270689,41,38.5,33.71,5.844155844155844,4,1.8414989179371724,608599,2026-07-20,68
2425,承啟,電子,41.6,0.8484811493844696,41,48.05,38.69,13.423518970557286,8,0.8858327239087151,1752917,2026-07-20,38
2890,永豐金,金融,39.7,-0.7499980926513672,39,42.3,36.92,6.146568607602106,7,0.6665870952037763,53580624,2026-07-20,74
1342,八貫,傳產,110.5,-3.91304347826087,39,119.0,102.76,9.426229508196721,8,0.6497826202820783,474431,2026-07-20,59
2103,台橡,傳產,23.05,-1.9148968635721408,38,27.6,21.44,16.485511164934586,4,1.2976508912128761,6318621,2026-07-20,56
6585,鼎基,其他,121.5,-1.6194331983805668,38,144.76,113.0,17.17731931960135,7,0.5821232088187729,423212,2026-07-20,48
1256,鮮活果汁-KY,傳產,186.0,0.5405405405405406,35,203.0,172.98,11.961590971770214,6,0.6420349197384523,73283,2026-07-20,71
6024,群益期,其他,63.7,-1.2403088946675145,35,65.4,59.24,2.599389485131372,5,0.9847726453966844,439672,2026-07-20,53
2832,台產,金融,56.6,0.35460450856622716,34,58.0,52.64,2.413795734273976,8,0.6700721509478814,204869,2026-07-20,64
2816,旺旺保,金融,33.95,0.8915281529179996,34,35.6,31.57,4.634825230065902,8,0.5801756670784728,197489,2026-07-20,58
6691,洋基工程,其他,693.0,-1.5625,32,834.0,644.49,16.906474820143885,6,0.9187350548069232,802962,2026-07-20,76
1810,和成,傳產,28.25,4.0515668395036,30,31.65,26.27,10.742494974753996,2,2.906177403666361,39210733,2026-07-20,79
2867,三商壽,金融,9.23,2.783964507171249,30,9.23,8.58,0.0,5,1.0527766617970262,28025295,2026-07-20,78
1301,台塑,傳產,60.6,-3.5031859708067534,29,68.6,56.36,11.661807839570066,5,1.439248427810979,46439426,2026-07-20,69
2248,華勝-KY,傳產,65.2,4.3199951171875,29,70.8,60.64,7.909612799623444,2,3.0343269619459523,453898,2026-07-20,65
2880,華南金,金融,39.9,-0.6226649825626062,29,40.5,37.11,1.4814777138792439,6,0.5630459523033452,45534622,2026-07-20,63
6277,宏正,電子,76.0,-2.564102564102564,29,85.0,70.68,10.588235294117647,6,2.1231479421343824,4696689,2026-07-20,57
5538,東明-KY,其他,35.05,0.7183908203473764,29,35.9,32.6,2.3676942971872186,2,0.6878092575911781,68518,2026-07-20,46
2762,世界健身-KY,其他,85.5,1.9070303277975214,29,86.4,79.52,5.837007570073214,6,0.7986505488518089,110531,2026-07-20,40
3004,豐達科,電子,137.0,-3.180212014134275,29,163.0,127.41,15.950920245398773,3,1.246964526611673,929327,2026-07-20,23
2637,慧洋-KY,其他,79.1,-0.3778375894111693,28,88.0,73.56,10.113638097589666,6,0.8090357350216587,1921308,2026-07-20,61
1904,正隆,傳產,21.35,-2.5114120851179167,28,24.7,19.86,13.56275416191953,7,0.49313845222745667,1756566,2026-07-20,43
4904,遠傳,其他,104.5,1.4563106796116505,27,105.93,97.18,4.393674836877567,6,1.117732419686032,19204374,2026-07-20,54
2834,臺企銀,金融,18.0,-0.2770040951463734,26,18.25,16.74,1.36986301369863,5,0.9023685105612881,46596181,2026-07-20,42
2886,兆豐金,金融,48.2,1.2605090505298342,26,48.35,44.83,0.310233124954338,6,0.7278396659593267,45548529,2026-07-20,41
2897,王道銀行,金融,10.4,0.0,26,10.65,9.67,2.8037401503044226,6,0.8865536371110139,8226733,2026-07-20,32
6505,台塑化,其他,77.7,-4.428051621626339,25,84.3,72.26,7.829188451468274,3,2.806349954248882,96626196,2026-07-20,83
2466,冠西電,電子,119.0,-2.459016393442623,25,126.5,110.67,5.928853754940711,7,1.6637063649942296,1096461,2026-07-20,64
2801,彰銀,金融,23.85,-0.20920183204430348,25,24.25,22.18,1.649482963011437,6,0.6028985994447866,36632886,2026-07-20,51
2027,大成鋼,傳產,40.45,-0.492006778430567,25,41.6,37.62,6.040872437895204,7,0.5538767194780672,10952577,2026-07-20,47
1203,味王,傳產,47.1,2.5027153255439347,25,47.5,43.8,0.8421084755345395,4,1.6983779660940455,87777,2026-07-20,45
2892,第一金,金融,33.95,-0.43987600555312556,24,34.3,31.57,1.020403737335733,7,0.57956228103124,38096595,2026-07-20,46
2908,特力,其他,22.0,0.22778694907822492,24,22.15,20.46,0.6771991923863808,5,0.7354537080511482,170656,2026-07-20,36
9942,茂順,傳產,123.5,0.40650406504065045,24,126.0,114.86,1.984126984126984,4,1.490669824505393,138161,2026-07-20,23
5871,中租-KY,其他,122.5,2.510460251046025,24,122.5,113.93,0.40650406504065045,6,0.6990960280702091,16680191,2026-07-20,6
6951,青新-創,其他,71.7,-0.6925208048948169,23,74.4,66.68,3.6290383363736405,5,0.870755935828877,66284,2026-07-20,33
8487,愛爾達-創,其他,75.1,-1.1842125340511924,23,79.0,69.84,11.854458727570966,7,0.6568743358419735,50632,2026-07-20,29
2618,長榮航,其他,41.2,0.0,23,43.5,38.32,5.280168786857334,6,0.9987411266146882,37197653,2026-07-20,28
2107,厚生,傳產,25.8,0.38909910954281374,22,26.2,23.99,1.526723336759281,6,0.7716660131823668,268485,2026-07-20,20
2645,長榮航太,其他,208.0,-3.9260969976905313,21,258.0,193.44,19.379844961240313,1,2.2572056969465413,12396325,2026-07-20,82
2838,聯邦銀,金融,20.4,-0.48780673887671494,21,22.99,18.97,11.271482778148393,3,1.4212217467376371,3457638,2026-07-20,56
2884,玉山金,金融,35.85,2.136752229641742,21,36.0,33.34,0.41667090521918404,7,0.8745272762772338,80196259,2026-07-20,33
2849,安泰銀,金融,14.95,0.0,21,15.45,13.9,3.2362459946449795,5,1.688093257163147,769429,2026-07-20,27
2412,中華電,電子,139.0,0.7246376811594203,21,140.08,129.27,1.7809722768686964,3,1.4156742130671858,26219268,2026-07-20,24
2008,高興昌,傳產,31.3,0.8051529988496937,20,31.9,29.11,1.8808789612686845,6,1.4161995958784683,67310,2026-07-20,55
2910,統領,其他,25.75,9.80809877283877,20,27.95,23.95,7.871201083674256,3,3.6505211856848114,79684,2026-07-20,50
8476,台境*,其他,24.35,2.096436025168684,20,25.0,22.65,2.5999984741210938,8,0.8925773350147541,1245773,2026-07-20,49
6243,迅杰,電子,46.45,-9.98061601448402,20,52.5,43.2,11.523808070591517,7,2.1223899257857988,3284827,2026-07-20,43
3045,台灣大,電子,112.0,0.9009009009009009,20,115.44,104.16,3.779117485657224,3,1.3235195659226184,18731399,2026-07-20,19
9944,新麗,傳產,18.0,0.2785472698350967,20,18.1,16.74,1.5715479286502612,6,0.6034957422704484,70436,2026-07-20,16
6598,ABC-KY,其他,26.7,-3.4358006101170324,19,27.7,24.83,3.6101082038161016,7,2.296850392480538,1187973,2026-07-20,53
4106,雃博,其他,24.7,-1.1999969482421875,19,25.9,22.97,4.633200282876744,4,1.511481844120851,263547,2026-07-20,30
6790,永豐實,其他,39.1,0.5141309521778193,19,39.25,36.36,0.38216949268511147,5,1.1889300608422761,253323,2026-07-20,11
4566,時碩工業,其他,66.6,9.900990348312085,18,70.0,61.94,13.394021908168085,5,1.0199915200090042,2343147,2026-07-20,38
2945,三商家購,其他,41.35,3.1172071011591163,18,42.3,38.46,6.204272724929332,7,0.499511009165364,19657,2026-07-20,28
1531,高林股,傳產,13.0,0.7751967785028495,18,13.35,12.09,4.05904194090668,7,0.7093429772894311,97709,2026-07-20,12
1726,永記,傳產,80.2,-0.3726745984569099,18,81.1,74.59,1.1097429627771147,5,1.298515058267836,147683,2026-07-20,12
4169,泰宗,其他,255.0,1.3191322158146117,17,287.63,237.15,11.345758791010024,5,2.091913632225503,186747,2026-07-20,94
5522,遠雄,其他,67.1,-1.468428814106381,17,70.0,62.4,13.35916058486491,6,0.6989204573766035,3185017,2026-07-20,35
2415,錩新,電子,33.55,2.442745762016937,16,42.75,31.2,21.520469620911,8,1.2309954786971997,394141,2026-07-20,61
