股票代號,股票名稱,產業,收盤價,今日漲跌%,VCP強度,Pivot進場價,建議停損,距高點%,縮量次數,量比,成交量(股),更新日期,RS分數
2408,南亞科,電子,445.0,2.064220183486239,99,489.5,413.85,11.597976238124609,8,0.7745308095540657,144193676,2026-08-05,100
3189,景碩,電子,828.0,7.953063885267275,99,859.0,770.04,11.670131897547929,3,0.9254797281587486,33069862,2026-08-05,99
3037,欣興,電子,969.0,4.870129870129871,99,1010.0,901.17,14.072197839113954,4,1.0757935521957067,44462735,2026-08-05,98
1303,南亞,傳產,177.0,3.812316715542522,99,230.0,164.61,23.043478260869566,5,1.030204495986792,83676802,2026-08-05,97
2383,台光電,電子,5245.0,2.0428015564202333,99,5500.0,4877.85,16.08,3,1.2049525397644847,2471759,2026-08-05,96
2059,川湖,傳產,9470.0,-0.2632964718272775,99,9575.0,8807.1,1.0966057441253265,3,0.9452162656933663,720784,2026-08-05,93
6213,聯茂,電子,341.0,10.0,99,407.5,317.13,19.67020023557126,5,0.8425007723894996,26850802,2026-08-05,92
6446,藥華藥,其他,1335.0,9.876543209876543,99,1400.0,1241.55,5.5740411400760275,7,0.8881635383586339,4887858,2026-08-05,91
2464,盟立,電子,170.0,4.938271604938271,99,176.0,158.1,17.675544794188863,5,0.5550435477409991,16081128,2026-08-05,90
6166,凌華,電子,139.0,9.881422924901186,99,174.0,129.27,20.114942528735632,3,2.200314270940084,5757221,2026-08-05,81
3229,晟鈦,電子,44.25,-7.329842931937172,97,49.8,41.15,18.658090516873234,3,1.2471518125551464,965590,2026-08-05,89
3008,大立光,電子,4575.0,5.05166475315729,96,4730.0,4254.75,14.645522388059701,5,1.0052020974668878,4733631,2026-08-05,79
2395,研華,電子,633.0,9.895833333333332,92,633.0,588.69,0.0,2,1.1973199418330698,4131771,2026-08-05,80
2883,凱基金,金融,31.6,3.43699237522537,91,31.75,29.39,0.472439743402436,6,0.5041228887800427,65309794,2026-08-05,84
8039,台虹,其他,220.0,10.0,88,257.5,204.6,14.563106796116504,4,1.5420027880823597,7668391,2026-08-05,98
2455,全新,電子,388.0,9.91501416430595,86,388.0,360.84,15.079354690281857,4,1.3992156367759292,10916664,2026-08-05,88
7750,新代,其他,2460.0,5.579399141630901,85,2485.0,2287.8,19.86970684039088,3,1.1366347456390975,471556,2026-08-05,94
6949,沛爾生醫-創,其他,958.0,9.610983981693364,84,1120.0,890.94,14.464285714285715,8,0.7472209987754271,354215,2026-08-05,95
2345,智邦,電子,2385.0,2.8017241379310347,84,2544.86,2218.05,14.906952341444535,4,0.8687715888602173,2904790,2026-08-05,87
2885,元大金,金融,69.4,0.5797123563462409,83,70.8,64.54,1.977403199905861,4,0.9116609169611785,16855558,2026-08-05,84
3006,晶豪科,電子,239.0,9.885057471264368,80,243.5,222.27,12.202068699660263,7,0.6074820370165087,12058522,2026-08-05,97
2887,台新新光金,金融,35.7,0.4219452295305004,78,36.3,33.2,1.6590405804321275,8,0.5805265441191683,36036773,2026-08-05,86
3702,大聯大,電子,129.0,9.787234042553191,78,129.0,119.97,0.0,6,0.852913488544955,17731039,2026-08-05,77
6285,啟碁,電子,260.0,2.9702970297029703,77,276.5,241.8,21.431584888668265,6,0.6366289813030528,11889704,2026-08-05,82
8271,宇瞻,其他,227.0,1.3392857142857142,68,238.0,211.11,14.275540331833808,0,2.1289786785404217,10405722,2026-08-05,95
0057,富邦摩台,傳產,310.95,2.3535301847790207,67,318.05,289.18,5.915276185467095,5,0.7509051902858315,15375,2026-08-05,81
0050,元大台灣50,傳產,103.8,1.7647088742723651,66,106.9,96.53,7.006553829793886,4,1.5027587711601758,168559261,2026-08-05,82
5434,崇越,其他,512.0,0.5893909626719057,66,602.0,476.16,14.950166112956811,7,0.7624413119347885,1220257,2026-08-05,77
2377,微星,電子,151.0,1.0033444816053512,66,158.0,140.43,4.430379746835443,6,0.7180849342285216,19290254,2026-08-05,5
6579,研揚,其他,179.5,9.785932721712538,65,186.5,166.94,3.753351206434316,4,1.6304054302617021,1890764,2026-08-05,61
0056,元大高股息,傳產,51.45,3.27178056623829,63,52.1,47.85,3.680940090507767,4,1.1231564186167502,59192505,2026-08-05,70
4576,大銀微系統,其他,218.0,8.45771144278607,62,227.5,202.74,24.816193534427235,6,0.6931213024891132,3115354,2026-08-05,78
2881,富邦金,金融,129.5,0.7782101167315175,61,132.5,120.44,5.039567969892281,7,0.5255120243995398,15295320,2026-08-05,70
3017,奇鋐,AI/伺服器,2730.0,5.0,60,2775.0,2538.9,9.30232558139535,3,1.0859222519826164,5812358,2026-08-05,90
2414,精技,電子,60.6,1.6778523919496573,60,64.16,56.36,5.54199945836206,7,0.6408343217922319,396789,2026-08-05,60
2425,承啟,電子,49.1,-2.1912395858576255,60,52.1,45.66,5.758157558277373,3,1.9508671004654319,9289762,2026-08-05,56
2330,台積電,半導體,2405.0,3.6637931034482754,59,2480.0,2236.65,5.128205128205128,5,1.0489222941987957,35214105,2026-08-05,83
2347,聯強,電子,97.1,3.5181186727066307,59,98.3,90.3,1.2207574164620132,8,0.5141060454988938,7252325,2026-08-05,62
2891,中信金,金融,66.0,1.851847055136266,58,70.2,61.38,6.999572071784228,7,0.6982541799285743,33086372,2026-08-05,68
6414,樺漢,其他,469.0,7.445589919816724,58,522.0,436.17,10.153256704980842,2,1.9459284024705807,3805136,2026-08-05,67
6944,兆聯實業,其他,787.0,0.1272264631043257,57,834.0,731.91,6.230204380752642,4,0.9955610751992855,576139,2026-08-05,87
1326,台化,傳產,58.6,0.6872812816805852,57,77.6,54.5,24.484536563923168,7,0.9871403957796623,25134037,2026-08-05,85
3704,合勤控,電子,48.8,6.318077592103327,57,50.9,45.38,4.24254080503946,6,0.5592019086270901,4296615,2026-08-05,75
2882,國泰金,金融,100.5,1.3104869876519167,56,102.5,93.46,11.413374696128347,4,0.5920135854987972,13738083,2026-08-05,71
2356,英業達,電子,65.7,-0.454550078420928,56,70.51,61.1,23.44282295810641,6,0.6030380647138515,45372998,2026-08-05,62
2049,上銀,傳產,365.0,9.939759036144578,55,365.0,339.45,13.818925100311608,6,0.8686895340150964,7743065,2026-08-05,74
0055,元大MSCI金融,傳產,44.41,0.5888976501638462,54,44.82,41.3,0.9147698576612348,4,0.7487285386408441,578475,2026-08-05,65
6206,飛捷,電子,148.0,5.714285714285714,53,153.5,137.64,3.5830618892508146,0,2.1348024453085777,7365263,2026-08-05,51
3022,威強電,電子,97.6,7.370733592710361,53,99.0,90.77,1.4141429554332385,5,1.2648539573834607,7177301,2026-08-05,41
2890,永豐金,金融,39.55,-0.12626070451296043,52,41.05,36.78,3.654080457681904,4,0.7595272577506103,20872171,2026-08-05,74
1709,和益,傳產,26.2,3.9682538481135947,52,28.6,24.37,8.391606945870047,8,1.0003191016884332,5359375,2026-08-05,64
2301,光寶科,電子,249.0,-1.1904761904761905,50,268.5,231.57,7.262569832402235,6,1.0657360777609348,90225185,2026-08-05,78
2527,宏璟,其他,42.75,0.47003705411410396,50,52.0,39.76,17.78846153846154,4,0.9041304471429129,815877,2026-08-05,73
3034,聯詠,半導體,550.0,4.961832061068702,50,572.0,511.5,5.2188514030574495,7,0.826305642802915,7751110,2026-08-05,37
1590,亞德客-KY,傳產,1510.0,5.964912280701754,49,1535.0,1404.3,3.664071926521606,2,1.3165276797129934,1269608,2026-08-05,80
5288,豐祥-KY,其他,191.5,-1.03359173126615,49,200.0,178.1,5.198019801980198,4,0.8277837531697771,285684,2026-08-05,60
3023,信邦,電子,318.0,6.176961602671119,49,333.0,295.74,10.042432814710041,7,1.028555894431305,1856001,2026-08-05,54
2376,技嘉,AI/伺服器,342.0,3.0120481927710845,49,347.0,318.06,11.779317281381484,2,0.8338433021688799,10350302,2026-08-05,45
6585,鼎基,其他,121.5,3.404255319148936,49,132.5,113.0,17.17731931960135,7,0.685682405328771,1154752,2026-08-05,37
2850,新產,金融,157.5,-0.9433962264150944,48,166.0,146.48,5.120481927710843,4,1.105859104953672,616558,2026-08-05,72
2379,瑞昱,半導體,751.0,3.872752420470263,48,848.0,698.43,22.577319587628867,7,0.8970460644616889,3789344,2026-08-05,57
6669,緯穎,AI/伺服器,6175.0,-0.4834810636583401,47,6400.0,5742.75,3.515625,3,1.310063061866148,2200367,2026-08-05,85
5515,建國,其他,41.95,-0.7100573658237795,47,45.25,39.01,7.292815993503971,4,0.7376021646926225,538786,2026-08-05,75
3605,宏致,電子,101.5,9.61123290770484,47,101.5,94.4,0.0,5,1.3143693279232462,23439718,2026-08-05,72
2476,鉅祥,電子,124.5,4.621848739495799,45,133.0,115.79,11.071428571428571,6,0.4695068111262024,2027818,2026-08-05,69
2465,麗臺,電子,85.8,10.000003912510017,45,93.0,79.79,8.528784370705923,6,0.7133282390967048,2998623,2026-08-05,46
