股票代號,股票名稱,產業,收盤價,今日漲跌%,VCP強度,Pivot進場價,建議停損,距高點%,縮量次數,量比,成交量(股),更新日期,RS分數
7610,聯友金屬-創,其他,2105.0,20.630372492836678,99,2105.0,1957.65,0.0,7,0.4354382585030373,672019,2026-06-17,100
2344,華邦電,電子,199.0,1.015228426395939,99,201.0,185.07,0.9950248756218906,7,1.0421460251139805,225423617,2026-06-17,99
3026,禾伸堂,電子,896.0,9.938650306748466,99,915.0,833.28,2.0765027322404372,2,0.727145441951234,15805825,2026-06-17,99
8021,尖點,其他,542.0,4.633204633204633,99,627.0,504.06,13.556618819776714,4,1.3212189637014915,2420959,2026-06-17,99
2327,國巨*,電子,984.0,3.578947368421052,99,1000.0,915.12,1.6,4,1.1586024181335406,56117000,2026-06-17,98
3037,欣興,電子,988.0,0.7135575942915392,99,1130.0,918.84,12.56637168141593,7,0.8609430454224651,18146141,2026-06-17,98
3189,景碩,電子,706.0,9.968847352024921,99,778.0,656.58,9.254498714652955,4,0.611224780168837,29974357,2026-06-17,98
2408,南亞科,電子,437.0,2.823529411764706,99,437.0,406.41,0.0,9,0.8676993964946033,101073046,2026-06-17,97
6831,邁科,其他,740.0,-0.9370816599732262,99,850.0,688.2,12.941176470588237,6,0.7757461642702712,716627,2026-06-17,97
8046,南電,其他,885.0,-1.8847006651884701,99,966.0,823.05,14.492753623188406,4,0.806034596519205,17259992,2026-06-17,97
2337,旺宏,電子,161.5,-3.003003003003003,99,180.0,150.2,10.277777777777777,6,0.259027904123011,113645296,2026-06-17,96
4764,雙鍵,其他,316.0,3.436988543371522,99,366.5,293.88,13.77899045020464,4,0.8793174340234245,4122130,2026-06-17,96
6515,穎崴,其他,9450.0,-4.97737556561086,99,10240.0,8788.5,17.75456919060052,7,1.0492050644607387,307176,2026-06-17,96
2360,致茂,電子,2230.0,-3.274777705486879,99,2771.56,2073.9,19.539838985551462,5,0.7039699702817285,2741807,2026-06-17,95
2492,華新科,電子,542.0,9.7165991902834,99,542.0,504.06,0.0,6,0.32625315286844603,5949227,2026-06-17,95
4958,臻鼎-KY,其他,639.0,2.403846153846154,99,640.0,594.27,0.15625,4,0.6348441177400238,36240546,2026-06-17,95
3167,大量,電子,807.0,0.8750000000000001,99,1015.0,750.51,20.492610837438423,4,1.4338893889432123,446509,2026-06-17,94
7769,鴻勁,其他,7330.0,1.7349063150589867,99,8465.0,6816.9,13.40815121086828,4,0.644822331915066,470807,2026-06-17,94
2308,台達電,AI/伺服器,2155.0,-2.857911338562885,99,2571.55,2004.15,16.19850725119741,6,1.0411629022423072,11481765,2026-06-17,93
2383,台光電,電子,5200.0,1.5625,99,5635.0,4836.0,7.71960958296362,5,0.9106514962130988,2438060,2026-06-17,93
8996,高力,其他,1515.0,9.782608695652174,99,1515.0,1408.95,0.0,6,1.292955640057464,4402986,2026-06-17,93
2368,金像電,電子,1370.0,1.858736059479554,99,1580.0,1274.1,13.291139240506327,6,1.008651832362844,3251008,2026-06-17,92
2478,大毅,電子,227.5,9.903381642512077,99,227.5,211.58,0.0,6,2.0683467162094398,18737834,2026-06-17,92
3532,台勝科,電子,395.5,0.25348542458808615,99,426.0,367.82,7.159624413145541,7,0.9169155515273762,15351954,2026-06-17,92
2426,鼎元,電子,74.4,7.982583277497018,99,88.8,69.19,16.21621737725138,3,0.926610423084999,19328139,2026-06-17,91
2472,立隆電,電子,365.5,5.179856115107913,99,408.0,339.92,10.416666666666668,5,0.7566639191827286,14346364,2026-06-17,91
3481,群創,電子,58.6,9.94371353269242,99,59.13,54.5,0.9035573112708951,4,0.2845002234562135,239329142,2026-06-17,91
2313,華通,電子,264.0,6.024096385542169,99,302.47,245.52,12.717652805296053,7,0.9193513429142277,66876120,2026-06-17,90
3443,創意,半導體,5075.0,3.1504065040650406,99,5594.51,4719.75,14.317299118309023,7,0.8623333280727803,3263191,2026-06-17,90
1727,中華化,傳產,93.9,9.953161414668395,99,112.0,87.33,16.160712923322404,6,0.4465094048145096,8392815,2026-06-17,89
3711,日月光投控,電子,595.0,0.5067567567567568,99,669.0,553.35,11.061285500747383,7,0.7927699924035942,13126428,2026-06-17,88
6715,嘉基,其他,475.0,9.953703703703704,99,501.0,441.75,14.874551971326163,7,0.41362176312202226,1019282,2026-06-17,88
3006,晶豪科,電子,225.0,0.22271714922048996,99,273.5,209.25,17.73308957952468,8,0.5322345104633136,10597054,2026-06-17,87
3016,嘉晶,電子,122.5,2.510460251046025,99,147.5,113.93,16.94915254237288,4,1.2466138912318372,14164759,2026-06-17,87
3090,日電貿,電子,302.5,10.0,99,309.0,281.32,2.103559870550162,5,1.3362578525482942,25657873,2026-06-17,87
2243,宏旭-KY,傳產,47.0,4.560621139634636,99,48.2,43.71,2.489628099471158,2,1.5099017557463075,2217065,2026-06-17,86
2454,聯發科,半導體,4460.0,-2.1929824561403506,99,4970.0,4147.8,10.261569416498995,5,0.8742212987291201,9155598,2026-06-17,85
2467,志聖,電子,585.0,3.723404255319149,99,692.0,544.05,15.462427745664739,9,0.6152153767778957,1254540,2026-06-17,85
2455,全新,電子,428.0,5.548705302096177,99,460.0,398.04,6.956521739130435,5,1.0371865983178692,23904738,2026-06-17,84
2484,希華,電子,69.5,-1.278411230641902,99,76.1,64.64,8.67279711755253,5,2.1610249131017567,38083756,2026-06-17,83
2489,瑞軒,電子,48.6,5.882346096916578,99,57.7,45.2,15.771234260820435,8,0.6198428900843991,58529218,2026-06-17,83
8150,南茂,其他,94.9,0.3171279668042296,99,114.0,88.26,16.754384626422013,5,1.1629962221008603,27164125,2026-06-17,83
2345,智邦,電子,2495.0,-0.992063492063492,99,2695.0,2320.35,7.421150278293136,7,0.6688817058877233,2619700,2026-06-17,82
