股票代號,股票名稱,產業,收盤價,今日漲跌%,VCP強度,Pivot進場價,建議停損,距高點%,縮量次數,量比,成交量(股),更新日期,RS分數
2059,川湖,傳產,7140.0,-0.06997900629811056,99,8900.0,6640.2,19.775280898876403,3,1.105197733517741,731123,2026-07-30,100
4807,日成-KY,其他,37.0,-2.631578947368421,99,44.65,34.41,19.38998089327076,7,0.5683768233156101,215624,2026-07-30,98
2883,凱基金,金融,28.95,-0.6861024295303375,80,31.3,26.92,7.507982528442348,6,0.4774550286807092,43865244,2026-07-30,95
2395,研華,電子,547.0,-0.5454545454545455,80,618.0,508.71,11.488673139158575,3,1.201968620605096,4269108,2026-07-30,90
2885,元大金,金融,63.1,1.4469416401002444,74,70.23,58.68,10.153646945774183,3,1.1872180869641276,33061695,2026-07-30,96
2887,台新新光金,金融,33.15,1.6871260046052525,66,36.3,30.83,8.68339257294039,6,0.6937571304941664,59828284,2026-07-30,97
2881,富邦金,金融,124.0,0.8130081300813009,54,130.0,115.32,9.072636511711526,6,0.5088551460008642,22878188,2026-07-30,85
0055,元大MSCI金融,傳產,42.51,0.9738714068223462,51,43.3,39.53,2.7008476591125645,5,0.47105601266680663,240463,2026-07-30,82
2347,聯強,電子,86.1,0.819668543015267,51,93.63,80.07,8.047123698749175,8,0.6168006674398308,3561133,2026-07-30,74
5515,建國,其他,42.9,1.2987085515337247,50,45.25,39.9,5.193366793637776,4,1.06351941957561,429710,2026-07-30,94
2425,承啟,電子,42.7,-3.2842598251996042,50,48.05,39.71,11.134232172879384,5,1.4873718489137513,3552089,2026-07-30,57
2850,新產,金融,157.0,0.964630225080386,49,160.0,146.01,1.875,3,0.851169835253199,621816,2026-07-30,91
2882,國泰金,金融,95.2,1.1689675791265923,49,99.6,88.54,16.085109864839247,5,0.5640919544950335,27778873,2026-07-30,87
2890,永豐金,金融,38.85,0.6476684193850668,48,40.32,36.13,3.6430961401831503,4,0.9579800489839486,39846801,2026-07-30,92
2527,宏璟,其他,40.55,-2.6410618211739596,45,52.0,37.71,22.019232236422027,3,1.4306606365544134,1104819,2026-07-30,86
5288,豐祥-KY,其他,185.5,1.366120218579235,45,200.0,172.52,8.16831683168317,5,0.936819992966338,156427,2026-07-30,80
2923,鼎固-KY,其他,36.9,-9.999996278344131,42,44.15,34.32,16.42129048568741,1,2.100287442597615,498018,2026-07-30,88
6414,樺漢,其他,403.0,-7.674684994272623,42,522.0,374.79,22.796934865900383,0,2.1429458398935397,4344089,2026-07-30,78
1590,亞德客-KY,傳產,1340.0,1.1320754716981132,40,1455.0,1246.2,14.50983866327083,2,1.2831473406630423,1252240,2026-07-30,89
3022,威強電,電子,83.5,-5.113636363636364,39,95.7,77.66,12.748168586505141,5,1.1642112029919496,2369226,2026-07-30,28
3034,聯詠,半導體,491.0,-2.7722772277227725,39,529.53,456.63,15.386283707093105,8,0.785783057311325,4253250,2026-07-30,20
2832,台產,金融,57.4,0.8787345985792163,37,58.0,53.38,1.0344801277949893,6,0.6603439497302419,297302,2026-07-30,83
2880,華南金,金融,42.65,2.0334983357242113,36,42.65,39.66,0.0,3,0.7447462847362686,30450568,2026-07-30,84
6024,群益期,其他,62.9,-0.31695238205784,36,65.4,58.5,3.8226298802313408,4,1.2052783423252682,1406863,2026-07-30,66
6214,精誠,電子,143.5,-0.3472222222222222,34,147.0,133.46,7.482855068952922,6,0.7277681203647197,1770639,2026-07-30,76
2816,旺旺保,金融,33.0,-0.7518796992481203,33,35.6,30.69,7.303366813375358,8,0.5704992493190063,176807,2026-07-30,71
2867,三商壽,金融,9.58,2.2411957386533365,32,9.7,8.91,1.2371122465843958,5,1.3341185784661949,40423411,2026-07-30,93
2762,世界健身-KY,其他,88.0,-0.113505647960332,32,88.8,81.84,3.083703697853132,7,0.7386988224345807,81933,2026-07-30,60
2886,兆豐金,金融,51.5,3.2064096697297892,32,51.7,47.9,0.3868486653540271,4,0.8973591284133172,46772285,2026-07-30,59
2618,長榮航,其他,41.75,0.7237617166192598,31,43.65,38.83,4.352809758213747,7,0.7236599597885258,52810009,2026-07-30,47
2801,彰銀,金融,24.8,1.4314865570540614,30,24.85,23.06,0.20121184564031153,3,1.0450629406119294,39289956,2026-07-30,73
4904,遠傳,其他,105.5,-0.9389671361502347,30,108.5,98.12,3.47878177311563,8,0.9230389022578555,15017735,2026-07-30,69
2027,大成鋼,傳產,43.7,1.0404641917675217,30,45.5,40.64,3.956042279253949,4,1.0380288553082546,24025081,2026-07-30,38
2637,慧洋-KY,其他,78.1,-2.8607002588395405,29,88.0,72.63,11.250001733953303,7,0.5330242999008331,1778801,2026-07-30,75
6277,宏正,電子,74.7,-2.096993498716202,29,85.0,69.47,12.117650649126837,6,2.5547261545720614,289331,2026-07-30,72
2892,第一金,金融,35.5,2.0114964893274525,29,35.65,33.02,0.4207616254097991,4,0.8030553383224672,63055957,2026-07-30,63
2834,臺企銀,金融,18.1,0.8356524354025143,29,18.25,16.83,0.821915717974101,3,1.0594849767872019,52728815,2026-07-30,53
2542,興富發,其他,44.35,2.5433490731123554,29,45.0,41.25,5.838641378111671,4,0.8229607093018587,10218711,2026-07-30,49
2332,友訊,電子,21.6,-9.999998410542805,28,26.45,20.09,18.336484845268238,2,2.1014561774767846,47590305,2026-07-30,62
2897,王道銀行,金融,10.25,0.0,28,10.35,9.53,0.9661872249663266,5,1.3322421453932525,4218924,2026-07-30,50
2849,安泰銀,金融,15.3,-0.32573413350023567,27,15.45,14.23,0.9708713293337445,4,1.717583372015401,255214,2026-07-30,51
2884,玉山金,金融,37.7,3.2876733231217896,26,37.8,35.06,0.2645462331730723,3,0.9565181798653216,69044705,2026-07-30,56
2727,王品,其他,232.0,1.3100436681222707,26,235.0,215.76,1.5016250237089335,1,1.247451424505872,1241012,2026-07-30,23
2546,根基,其他,98.5,0.5102040816326531,25,98.9,91.6,0.4044504749317308,1,1.1598694647673018,330986,2026-07-30,65
6243,迅杰,電子,46.1,-9.960941821918759,25,55.5,42.87,16.9369396862683,2,3.306838857461821,3821001,2026-07-30,61
1203,味王,傳產,48.95,-2.0020019714232973,25,50.8,45.52,3.6417293344592196,3,1.7176811261235678,67893,2026-07-30,58
5538,東明-KY,其他,33.5,-1.3254808625238195,25,35.95,31.16,6.815022839902518,4,0.8135064763850895,28000,2026-07-30,45
2908,特力,其他,22.0,-0.6771991923863808,25,22.2,20.46,0.9009043066040483,5,0.7230479840432259,302199,2026-07-30,39
1301,台塑,傳產,54.0,-3.914592051732181,24,69.8,50.22,22.636106534324732,5,1.0869343397150766,38344099,2026-07-30,64
5876,上海商銀,其他,44.8,1.014657899485691,24,45.0,41.66,0.4444461398654514,0,1.294588141026514,15403922,2026-07-30,21
3045,台灣大,電子,114.0,0.4405286343612335,23,115.0,106.02,2.0608874407582456,5,1.000077215533894,12019130,2026-07-30,33
2107,厚生,傳產,25.55,-0.3898650407678116,23,26.2,23.76,2.4809217822556304,6,0.7334404098494192,279134,2026-07-30,26
5871,中租-KY,其他,110.5,-1.7777777777777777,23,116.04,102.76,4.775301399936677,1,1.0190417570723573,11046458,2026-07-30,5
2838,聯邦銀,金融,20.6,0.733494439775819,22,22.99,19.16,10.401592019781052,5,1.0878822648658684,2457787,2026-07-30,70
2008,高興昌,傳產,31.0,0.8130081300813009,22,31.9,28.83,2.8213154523283315,6,1.056551814218773,26923,2026-07-30,68
2412,中華電,電子,140.5,0.0,22,142.5,130.67,1.4035087719298245,6,1.2258642013587357,18529425,2026-07-30,40
6951,青新-創,其他,70.5,-0.5641770342316613,22,74.4,65.56,5.241937427275926,6,0.7089267411331255,18316,2026-07-30,37
1467,南緯,傳產,9.43,-7.54901488713685,21,10.65,8.77,11.455393023975105,4,1.6609391513957963,953496,2026-07-30,55
2248,華勝-KY,傳產,57.5,-1.7094017094017095,20,70.8,53.48,18.785314235134912,3,1.5090357846903613,55861,2026-07-30,77
2603,長榮,其他,201.0,-0.24813895781637718,20,208.5,186.93,10.628386262345337,5,0.5298424796309646,6912207,2026-07-30,27
6598,ABC-KY,其他,28.75,-7.108241385162763,19,31.3,26.74,8.146962617306514,0,2.809478266395359,908011,2026-07-30,81
3231,緯創,AI/伺服器,160.0,-5.604719764011799,19,184.0,148.8,17.47892549244408,1,1.6087874710467678,82444779,2026-07-30,79
1720,生達,傳產,57.5,-0.5190298287550695,19,58.3,53.48,1.6216444265743601,2,1.5973540127850139,432657,2026-07-30,54
1734,杏輝,傳產,31.7,-0.7824725947737335,19,32.25,29.48,1.7054239908854167,5,1.204749789485057,335825,2026-07-30,48
2945,三商家購,其他,41.35,-0.24126004095944834,19,42.3,38.46,6.204272724929332,7,0.586576244197807,9020,2026-07-30,41
4106,雃博,其他,23.15,-1.4893633254030918,19,24.84,21.53,6.814266505840156,5,0.9960778355874796,175528,2026-07-30,34
9944,新麗,傳產,17.7,0.0,19,18.5,16.46,4.32432020032728,5,0.764624680809435,41989,2026-07-30,14
6790,永豐實,其他,38.95,-0.25607804372551646,19,39.35,36.22,1.0165126472487744,8,0.7795002692082011,176912,2026-07-30,10
2852,第一保,金融,26.6,0.0,18,27.25,24.74,2.3853197010285268,4,0.5866846492485813,437527,2026-07-30,42
5007,三星,其他,56.5,-0.7029903605485494,18,56.9,52.54,5.443406960679684,4,0.9937308383363191,28076,2026-07-30,36
1726,永記,傳產,77.8,-0.7653041612799477,18,79.1,72.35,1.6434834986609976,3,1.623393209782327,58118,2026-07-30,29
1210,大成,傳產,57.4,0.3496516787968925,18,59.5,53.38,5.66434585647196,7,0.5188234315015088,1283018,2026-07-30,2
2910,統領,其他,26.65,2.499998532808744,17,31.1,24.78,14.308683949698251,4,2.4821678662074453,276858,2026-07-30,67
2820,華票,金融,16.65,0.3012002163346942,17,17.35,15.48,4.034586441203039,8,0.7583371568551898,1774937,2026-07-30,46
2704,國賓,其他,48.0,1.3727593385967296,17,49.7,44.64,3.420524621414329,4,1.0382350213253126,175652,2026-07-30,43
6606,建德工業,其他,25.75,0.0,17,26.65,23.95,4.722020800711505,5,0.6124350880027447,110010,2026-07-30,32
6464,台數科,其他,78.4,-1.383645879397602,17,80.6,72.91,2.729524801354132,5,0.6959005430587667,17076,2026-07-30,31
2610,華航,其他,21.7,0.0,17,22.4,20.18,8.854336836871283,6,0.7136570304757824,36256353,2026-07-30,24
2845,遠東銀,金融,13.45,1.1278166645047658,17,13.6,12.51,1.1029453529204944,4,0.7030634241479728,12492910,2026-07-30,22
1531,高林股,傳產,12.85,-0.387590996427048,17,13.35,11.95,5.166050180159985,6,0.7393029443075544,137914,2026-07-30,15
2006,東和鋼鐵,傳產,73.4,1.3812154405032113,16,73.5,68.26,7.304503014307966,5,0.7843982589712059,3253812,2026-07-30,52
2903,遠百,其他,22.55,0.8948494504574522,16,22.65,20.97,2.669486838838485,5,0.8578474295001663,2751524,2026-07-30,35
9912,偉聯,傳產,12.65,0.0,16,13.05,11.76,3.06513843952722,8,2.615559808498334,37359,2026-07-30,17
1817,凱撒衛,傳產,38.55,-0.3876008344231177,16,39.0,35.85,4.485292075816302,6,1.0062052015429435,18359,2026-07-30,12
2015,豐興,傳產,66.5,1.3719535774592324,16,66.9,61.85,1.0105185993615038,5,0.9543854903199395,683267,2026-07-30,9
9917,中保科,傳產,111.0,0.0,16,111.5,103.23,5.092536418955874,6,0.9071611781770605,436031,2026-07-30,8
9905,大華,傳產,20.55,-0.24272399749155882,16,20.85,19.11,3.9066081172113605,6,0.5901426753181612,121475,2026-07-30,7
3669,圓展,電子,37.55,-5.176765949625572,15,44.0,34.92,14.659092643044211,3,3.0618281257149276,1105817,2026-07-30,44
9925,新保,傳產,40.6,0.24690981264467593,15,40.75,37.76,0.36810190399731596,3,1.9811483262264318,847348,2026-07-30,13
6670,復盛應用,其他,261.5,-2.0599250936329585,14,275.0,243.2,9.051190347454867,6,0.5860735662253566,226563,2026-07-30,3
2836,高雄銀,金融,12.15,1.6736385979694477,13,12.54,11.3,3.0739018059546845,5,1.7625203158645222,4479463,2026-07-30,19
6581,鋼聯,其他,108.0,-0.4608294930875576,13,110.0,100.44,6.086956521739131,2,1.2316770152378895,22161,2026-07-30,18
1472,三洋實業,傳產,89.0,-0.44742899222783183,13,90.8,82.77,3.8148058250349073,5,1.3947673662804916,95000,2026-07-29,11
